MsgNum, Byte, GRIB-Version, elem, level, reference(UTC), valid(UTC), Proj(hr)
374.0, 372096113, 2, SNMR="Snow mixing ratio [kg/kg]", 62500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
375.0, 372396993, 2, RIME="Rime Factor [-]", 62500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
376.0, 372682839, 2, HGT="Geopotential height [gpm]", 65000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
377.0, 374534526, 2, TMP="Temperature [K]", 65000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
378.0, 375376086, 2, RH="Relative humidity [%]", 65000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
379.0, 376273577, 2, SPFH="Specific humidity [kg/kg]", 65000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
380.0, 377448979, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 65000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
381.0, 379097463, 2, DZDT="Verical velocity (geometric) [m/s]", 65000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
382.0, 379881375, 2, UGRD="u-component of wind [m/s]", 65000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
382.1, 379881375, 2, VGRD="v-component of wind [m/s]", 65000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
383.0, 383138831, 2, TKE="Turbulent kinetic energy [J/kg]", 65000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
384.0, 383385510, 2, CLWMR="Cloud mixing ratio [kg/kg]", 65000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
385.0, 383682191, 2, CICE="Cloud Ice [kg/(m^2)]", 65000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
386.0, 384018699, 2, RWMR="Rain mixing ratio [kg/kg]", 65000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
387.0, 384268514, 2, SNMR="Snow mixing ratio [kg/kg]", 65000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
388.0, 384568381, 2, RIME="Rime Factor [-]", 65000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
389.0, 384863511, 2, HGT="Geopotential height [gpm]", 67500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
390.0, 386706135, 2, TMP="Temperature [K]", 67500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
391.0, 387565790, 2, RH="Relative humidity [%]", 67500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
392.0, 388479817, 2, SPFH="Specific humidity [kg/kg]", 67500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
393.0, 389698030, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 67500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
394.0, 391361252, 2, DZDT="Verical velocity (geometric) [m/s]", 67500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
395.0, 392149104, 2, UGRD="u-component of wind [m/s]", 67500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
395.1, 392149104, 2, VGRD="v-component of wind [m/s]", 67500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
396.0, 395464003, 2, TKE="Turbulent kinetic energy [J/kg]", 67500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
397.0, 395721243, 2, CLWMR="Cloud mixing ratio [kg/kg]", 67500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
398.0, 396027900, 2, CICE="Cloud Ice [kg/(m^2)]", 67500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
399.0, 396368453, 2, RWMR="Rain mixing ratio [kg/kg]", 67500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
400.0, 396621152, 2, SNMR="Snow mixing ratio [kg/kg]", 67500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
401.0, 396920038, 2, RIME="Rime Factor [-]", 67500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
402.0, 397219999, 2, HGT="Geopotential height [gpm]", 70000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
403.0, 399057093, 2, TMP="Temperature [K]", 70000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
404.0, 399930222, 2, RH="Relative humidity [%]", 70000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
405.0, 400865003, 2, DPT="Dew point temperature [K]", 70000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
406.0, 403433537, 2, SPFH="Specific humidity [kg/kg]", 70000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
407.0, 404694565, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 70000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
408.0, 406909500, 2, DZDT="Verical velocity (geometric) [m/s]", 70000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
409.0, 407696187, 2, UGRD="u-component of wind [m/s]", 70000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
409.1, 407696187, 2, VGRD="v-component of wind [m/s]", 70000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
410.0, 411052430, 2, ABSV="Absolute vorticity [1/s]", 70000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
411.0, 412981341, 2, TKE="Turbulent kinetic energy [J/kg]", 70000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
412.0, 413242953, 2, CLWMR="Cloud mixing ratio [kg/kg]", 70000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
413.0, 413558116, 2, CICE="Cloud Ice [kg/(m^2)]", 70000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
414.0, 413877106, 2, RWMR="Rain mixing ratio [kg/kg]", 70000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
415.0, 414133143, 2, SNMR="Snow mixing ratio [kg/kg]", 70000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
416.0, 414430707, 2, RIME="Rime Factor [-]", 70000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
417.0, 414738775, 2, HGT="Geopotential height [gpm]", 72500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
418.0, 416568809, 2, TMP="Temperature [K]", 72500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
419.0, 417463300, 2, RH="Relative humidity [%]", 72500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
420.0, 418402261, 2, SPFH="Specific humidity [kg/kg]", 72500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
421.0, 419692535, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 72500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
422.0, 421925875, 2, DZDT="Verical velocity (geometric) [m/s]", 72500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
423.0, 422728286, 2, UGRD="u-component of wind [m/s]", 72500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
423.1, 422728286, 2, VGRD="v-component of wind [m/s]", 72500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
424.0, 426129981, 2, TKE="Turbulent kinetic energy [J/kg]", 72500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
425.0, 426423412, 2, CLWMR="Cloud mixing ratio [kg/kg]", 72500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
426.0, 426749612, 2, CICE="Cloud Ice [kg/(m^2)]", 72500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
427.0, 427057885, 2, RWMR="Rain mixing ratio [kg/kg]", 72500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
428.0, 427318241, 2, SNMR="Snow mixing ratio [kg/kg]", 72500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
429.0, 427615646, 2, RIME="Rime Factor [-]", 72500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
430.0, 427931092, 2, HGT="Geopotential height [gpm]", 75000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
431.0, 429762090, 2, TMP="Temperature [K]", 75000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
432.0, 430683220, 2, RH="Relative humidity [%]", 75000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
433.0, 431637318, 2, SPFH="Specific humidity [kg/kg]", 75000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
434.0, 432957372, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 75000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
435.0, 435215372, 2, DZDT="Verical velocity (geometric) [m/s]", 75000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
436.0, 436016754, 2, UGRD="u-component of wind [m/s]", 75000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
436.1, 436016754, 2, VGRD="v-component of wind [m/s]", 75000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
437.0, 439468290, 2, ABSV="Absolute vorticity [1/s]", 75000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
438.0, 440749896, 2, TKE="Turbulent kinetic energy [J/kg]", 75000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
439.0, 441075544, 2, CLWMR="Cloud mixing ratio [kg/kg]", 75000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
440.0, 441423271, 2, CICE="Cloud Ice [kg/(m^2)]", 75000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
441.0, 441738940, 2, RWMR="Rain mixing ratio [kg/kg]", 75000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
442.0, 442007047, 2, SNMR="Snow mixing ratio [kg/kg]", 75000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
443.0, 442304730, 2, RIME="Rime Factor [-]", 75000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
444.0, 442631809, 2, HGT="Geopotential height [gpm]", 77500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
445.0, 444706257, 2, TMP="Temperature [K]", 77500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
446.0, 445667722, 2, RH="Relative humidity [%]", 77500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
447.0, 446646418, 2, SPFH="Specific humidity [kg/kg]", 77500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
448.0, 448019073, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 77500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
449.0, 450305306, 2, DZDT="Verical velocity (geometric) [m/s]", 77500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
450.0, 451108495, 2, UGRD="u-component of wind [m/s]", 77500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
450.1, 451108495, 2, VGRD="v-component of wind [m/s]", 77500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
451.0, 454623543, 2, TKE="Turbulent kinetic energy [J/kg]", 77500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
452.0, 454989342, 2, CLWMR="Cloud mixing ratio [kg/kg]", 77500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
453.0, 455359150, 2, CICE="Cloud Ice [kg/(m^2)]", 77500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
454.0, 455659307, 2, RWMR="Rain mixing ratio [kg/kg]", 77500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
455.0, 455936723, 2, SNMR="Snow mixing ratio [kg/kg]", 77500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
456.0, 456234412, 2, RIME="Rime Factor [-]", 77500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
457.0, 456565598, 2, HGT="Geopotential height [gpm]", 80000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
458.0, 458650692, 2, TMP="Temperature [K]", 80000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
459.0, 459649652, 2, RH="Relative humidity [%]", 80000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
460.0, 460651756, 2, SPFH="Specific humidity [kg/kg]", 80000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
461.0, 462063602, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 80000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
462.0, 464379658, 2, DZDT="Verical velocity (geometric) [m/s]", 80000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
463.0, 465196309, 2, UGRD="u-component of wind [m/s]", 80000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
463.1, 465196309, 2, VGRD="v-component of wind [m/s]", 80000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
464.0, 468772303, 2, TKE="Turbulent kinetic energy [J/kg]", 80000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
465.0, 469182312, 2, CLWMR="Cloud mixing ratio [kg/kg]", 80000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
466.0, 469575993, 2, CICE="Cloud Ice [kg/(m^2)]", 80000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
467.0, 469886916, 2, RWMR="Rain mixing ratio [kg/kg]", 80000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
468.0, 470172716, 2, SNMR="Snow mixing ratio [kg/kg]", 80000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
469.0, 470467196, 2, RIME="Rime Factor [-]", 80000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
470.0, 470798719, 2, HGT="Geopotential height [gpm]", 82500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
471.0, 472899626, 2, TMP="Temperature [K]", 82500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
472.0, 473930529, 2, RH="Relative humidity [%]", 82500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
473.0, 474957448, 2, SPFH="Specific humidity [kg/kg]", 82500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
474.0, 476413366, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 82500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
475.0, 478761302, 2, DZDT="Verical velocity (geometric) [m/s]", 82500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
476.0, 479590895, 2, UGRD="u-component of wind [m/s]", 82500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
476.1, 479590895, 2, VGRD="v-component of wind [m/s]", 82500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
477.0, 483238366, 2, TKE="Turbulent kinetic energy [J/kg]", 82500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
478.0, 483700546, 2, CLWMR="Cloud mixing ratio [kg/kg]", 82500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
479.0, 484109030, 2, CICE="Cloud Ice [kg/(m^2)]", 82500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
480.0, 484429202, 2, RWMR="Rain mixing ratio [kg/kg]", 82500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
481.0, 484725370, 2, SNMR="Snow mixing ratio [kg/kg]", 82500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
482.0, 485010258, 2, RIME="Rime Factor [-]", 82500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
483.0, 485332846, 2, HGT="Geopotential height [gpm]", 85000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
484.0, 487453342, 2, TMP="Temperature [K]", 85000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
485.0, 488528064, 2, RH="Relative humidity [%]", 85000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
486.0, 489577369, 2, DPT="Dew point temperature [K]", 85000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
487.0, 491674198, 2, SPFH="Specific humidity [kg/kg]", 85000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
488.0, 493176778, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 85000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
489.0, 495557608, 2, DZDT="Verical velocity (geometric) [m/s]", 85000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
490.0, 496398318, 2, MCONV="Horizontal Moisture Divergence [kg/(kg*s)]", 85000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
491.0, 497467059, 2, UGRD="u-component of wind [m/s]", 85000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
491.1, 497467059, 2, VGRD="v-component of wind [m/s]", 85000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
492.0, 501194469, 2, ABSV="Absolute vorticity [1/s]", 85000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
493.0, 502669535, 2, TKE="Turbulent kinetic energy [J/kg]", 85000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
494.0, 503219932, 2, CLWMR="Cloud mixing ratio [kg/kg]", 85000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
495.0, 503659423, 2, CICE="Cloud Ice [kg/(m^2)]", 85000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
496.0, 503996171, 2, RWMR="Rain mixing ratio [kg/kg]", 85000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
497.0, 504304309, 2, SNMR="Snow mixing ratio [kg/kg]", 85000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
498.0, 504578240, 2, RIME="Rime Factor [-]", 85000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
499.0, 504889567, 2, HGT="Geopotential height [gpm]", 87500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
500.0, 507030137, 2, TMP="Temperature [K]", 87500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
501.0, 508150847, 2, RH="Relative humidity [%]", 87500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
502.0, 509240899, 2, SPFH="Specific humidity [kg/kg]", 87500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
503.0, 510800233, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 87500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
504.0, 513210410, 2, DZDT="Verical velocity (geometric) [m/s]", 87500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
505.0, 514059598, 2, UGRD="u-component of wind [m/s]", 87500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
505.1, 514059598, 2, VGRD="v-component of wind [m/s]", 87500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
506.0, 517875932, 2, TKE="Turbulent kinetic energy [J/kg]", 87500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
507.0, 518548820, 2, CLWMR="Cloud mixing ratio [kg/kg]", 87500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
508.0, 519057386, 2, CICE="Cloud Ice [kg/(m^2)]", 87500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
509.0, 519364207, 2, RWMR="Rain mixing ratio [kg/kg]", 87500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
510.0, 519681797, 2, SNMR="Snow mixing ratio [kg/kg]", 87500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
511.0, 519944864, 2, RIME="Rime Factor [-]", 87500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
512.0, 520252169, 2, HGT="Geopotential height [gpm]", 90000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
513.0, 522416700, 2, TMP="Temperature [K]", 90000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
514.0, 523559265, 2, RH="Relative humidity [%]", 90000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
515.0, 524644475, 2, SPFH="Specific humidity [kg/kg]", 90000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
516.0, 526224150, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 90000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
517.0, 528894128, 2, DZDT="Verical velocity (geometric) [m/s]", 90000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
518.0, 529749119, 2, UGRD="u-component of wind [m/s]", 90000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
518.1, 529749119, 2, VGRD="v-component of wind [m/s]", 90000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
519.0, 533613620, 2, TKE="Turbulent kinetic energy [J/kg]", 90000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
520.0, 534418231, 2, CLWMR="Cloud mixing ratio [kg/kg]", 90000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
521.0, 535025980, 2, CICE="Cloud Ice [kg/(m^2)]", 90000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
522.0, 535353085, 2, RWMR="Rain mixing ratio [kg/kg]", 90000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
523.0, 535685354, 2, SNMR="Snow mixing ratio [kg/kg]", 90000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
524.0, 535943284, 2, RIME="Rime Factor [-]", 90000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
525.0, 536245636, 2, HGT="Geopotential height [gpm]", 92500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
526.0, 538435298, 2, TMP="Temperature [K]", 92500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
527.0, 539580314, 2, RH="Relative humidity [%]", 92500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
528.0, 540657174, 2, DPT="Dew point temperature [K]", 92500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
529.0, 542711045, 2, SPFH="Specific humidity [kg/kg]", 92500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
530.0, 544284760, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 92500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
531.0, 546961944, 2, DZDT="Verical velocity (geometric) [m/s]", 92500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
532.0, 547804484, 2, UGRD="u-component of wind [m/s]", 92500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
532.1, 547804484, 2, VGRD="v-component of wind [m/s]", 92500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
533.0, 551684972, 2, TKE="Turbulent kinetic energy [J/kg]", 92500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
534.0, 552609385, 2, CLWMR="Cloud mixing ratio [kg/kg]", 92500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
535.0, 553227205, 2, CICE="Cloud Ice [kg/(m^2)]", 92500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
536.0, 553557394, 2, RWMR="Rain mixing ratio [kg/kg]", 92500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
537.0, 553899481, 2, SNMR="Snow mixing ratio [kg/kg]", 92500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
538.0, 554158604, 2, RIME="Rime Factor [-]", 92500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
539.0, 554457135, 2, HGT="Geopotential height [gpm]", 95000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
540.0, 556690556, 2, TMP="Temperature [K]", 95000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
541.0, 557819598, 2, RH="Relative humidity [%]", 95000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
542.0, 558890452, 2, SPFH="Specific humidity [kg/kg]", 95000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
543.0, 560461540, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 95000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
544.0, 563124603, 2, DZDT="Verical velocity (geometric) [m/s]", 95000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
545.0, 563947362, 2, MCONV="Horizontal Moisture Divergence [kg/(kg*s)]", 95000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
546.0, 565154436, 2, UGRD="u-component of wind [m/s]", 95000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
546.1, 565154436, 2, VGRD="v-component of wind [m/s]", 95000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
547.0, 569025651, 2, TKE="Turbulent kinetic energy [J/kg]", 95000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
548.0, 570043070, 2, CLWMR="Cloud mixing ratio [kg/kg]", 95000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
549.0, 570538211, 2, CICE="Cloud Ice [kg/(m^2)]", 95000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
550.0, 570856635, 2, RWMR="Rain mixing ratio [kg/kg]", 95000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
551.0, 571201938, 2, SNMR="Snow mixing ratio [kg/kg]", 95000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
552.0, 571460512, 2, RIME="Rime Factor [-]", 95000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
553.0, 571748132, 2, unknown="(prodType 2, cat 4, subcat 2) [-]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
554.0, 572422622, 2, HGT="Geopotential height [gpm]", 97500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
555.0, 574708514, 2, TMP="Temperature [K]", 97500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
556.0, 575845109, 2, RH="Relative humidity [%]", 97500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
557.0, 576926759, 2, SPFH="Specific humidity [kg/kg]", 97500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
558.0, 578515800, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 97500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
559.0, 581122607, 2, DZDT="Verical velocity (geometric) [m/s]", 97500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
560.0, 581898064, 2, UGRD="u-component of wind [m/s]", 97500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
560.1, 581898064, 2, VGRD="v-component of wind [m/s]", 97500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
