MsgNum, Byte, GRIB-Version, elem, level, reference(UTC), valid(UTC), Proj(hr)
186.0, 187216029, 2, RWMR="Rain mixing ratio [kg/kg]", 27500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
187.0, 187454391, 2, SNMR="Snow mixing ratio [kg/kg]", 27500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
188.0, 187692972, 2, RIME="Rime Factor [-]", 27500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
189.0, 187931334, 2, HGT="Geopotential height [gpm]", 30000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
190.0, 189669861, 2, TMP="Temperature [K]", 30000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
191.0, 190367091, 2, RH="Relative humidity [%]", 30000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
192.0, 191139797, 2, DPT="Dew point temperature [K]", 30000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
193.0, 193660062, 2, SPFH="Specific humidity [kg/kg]", 30000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
194.0, 194542527, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 30000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
195.0, 196721403, 2, DZDT="Verical velocity (geometric) [m/s]", 30000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
196.0, 197496917, 2, UGRD="u-component of wind [m/s]", 30000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
196.1, 197496917, 2, VGRD="v-component of wind [m/s]", 30000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
197.0, 200654317, 2, TKE="Turbulent kinetic energy [J/kg]", 30000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
198.0, 200903580, 2, CLWMR="Cloud mixing ratio [kg/kg]", 30000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
199.0, 201141958, 2, CICE="Cloud Ice [kg/(m^2)]", 30000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
200.0, 201609858, 2, RWMR="Rain mixing ratio [kg/kg]", 30000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
201.0, 201848220, 2, SNMR="Snow mixing ratio [kg/kg]", 30000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
202.0, 202086873, 2, RIME="Rime Factor [-]", 30000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
203.0, 202325246, 2, HGT="Geopotential height [gpm]", 32500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
204.0, 204048462, 2, TMP="Temperature [K]", 32500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
205.0, 204751619, 2, RH="Relative humidity [%]", 32500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
206.0, 205533521, 2, SPFH="Specific humidity [kg/kg]", 32500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
207.0, 206500679, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 32500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
208.0, 208484765, 2, DZDT="Verical velocity (geometric) [m/s]", 32500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
209.0, 209282581, 2, UGRD="u-component of wind [m/s]", 32500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
209.1, 209282581, 2, VGRD="v-component of wind [m/s]", 32500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
210.0, 212437012, 2, TKE="Turbulent kinetic energy [J/kg]", 32500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
211.0, 212689834, 2, CLWMR="Cloud mixing ratio [kg/kg]", 32500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
212.0, 212928212, 2, CICE="Cloud Ice [kg/(m^2)]", 32500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
213.0, 213496938, 2, RWMR="Rain mixing ratio [kg/kg]", 32500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
214.0, 213735300, 2, SNMR="Snow mixing ratio [kg/kg]", 32500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
215.0, 213973974, 2, RIME="Rime Factor [-]", 32500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
216.0, 214212378, 2, HGT="Geopotential height [gpm]", 35000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
217.0, 216160629, 2, TMP="Temperature [K]", 35000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
218.0, 216869469, 2, RH="Relative humidity [%]", 35000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
219.0, 217664649, 2, SPFH="Specific humidity [kg/kg]", 35000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
220.0, 218729228, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 35000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
221.0, 220752425, 2, DZDT="Verical velocity (geometric) [m/s]", 35000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
222.0, 221559956, 2, UGRD="u-component of wind [m/s]", 35000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
222.1, 221559956, 2, VGRD="v-component of wind [m/s]", 35000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
223.0, 224731460, 2, TKE="Turbulent kinetic energy [J/kg]", 35000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
224.0, 224984668, 2, CLWMR="Cloud mixing ratio [kg/kg]", 35000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
225.0, 225223233, 2, CICE="Cloud Ice [kg/(m^2)]", 35000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
226.0, 225885767, 2, RWMR="Rain mixing ratio [kg/kg]", 35000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
227.0, 226124129, 2, SNMR="Snow mixing ratio [kg/kg]", 35000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
228.0, 226363851, 2, RIME="Rime Factor [-]", 35000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
229.0, 226602345, 2, HGT="Geopotential height [gpm]", 37500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
230.0, 228534869, 2, TMP="Temperature [K]", 37500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
231.0, 229251839, 2, RH="Relative humidity [%]", 37500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
232.0, 230068277, 2, SPFH="Specific humidity [kg/kg]", 37500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
233.0, 231223085, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 37500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
234.0, 233270651, 2, DZDT="Verical velocity (geometric) [m/s]", 37500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
235.0, 234085682, 2, UGRD="u-component of wind [m/s]", 37500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
235.1, 234085682, 2, VGRD="v-component of wind [m/s]", 37500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
236.0, 237254805, 2, TKE="Turbulent kinetic energy [J/kg]", 37500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
237.0, 237520722, 2, CLWMR="Cloud mixing ratio [kg/kg]", 37500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
238.0, 237759393, 2, CICE="Cloud Ice [kg/(m^2)]", 37500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
239.0, 238482718, 2, RWMR="Rain mixing ratio [kg/kg]", 37500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
240.0, 238721080, 2, SNMR="Snow mixing ratio [kg/kg]", 37500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
241.0, 238963482, 2, RIME="Rime Factor [-]", 37500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
242.0, 239202106, 2, HGT="Geopotential height [gpm]", 40000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
243.0, 241117366, 2, TMP="Temperature [K]", 40000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
244.0, 241835172, 2, RH="Relative humidity [%]", 40000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
245.0, 242650769, 2, DPT="Dew point temperature [K]", 40000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
246.0, 245253143, 2, SPFH="Specific humidity [kg/kg]", 40000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
247.0, 246495645, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 40000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
248.0, 248564969, 2, DZDT="Verical velocity (geometric) [m/s]", 40000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
249.0, 249379103, 2, UGRD="u-component of wind [m/s]", 40000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
249.1, 249379103, 2, VGRD="v-component of wind [m/s]", 40000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
250.0, 252519226, 2, ABSV="Absolute vorticity [1/s]", 40000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
251.0, 254142903, 2, TKE="Turbulent kinetic energy [J/kg]", 40000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
252.0, 254400796, 2, CLWMR="Cloud mixing ratio [kg/kg]", 40000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
253.0, 254639695, 2, CICE="Cloud Ice [kg/(m^2)]", 40000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
254.0, 255341484, 2, RWMR="Rain mixing ratio [kg/kg]", 40000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
255.0, 255580007, 2, SNMR="Snow mixing ratio [kg/kg]", 40000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
256.0, 255855172, 2, RIME="Rime Factor [-]", 40000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
257.0, 256094151, 2, HGT="Geopotential height [gpm]", 42500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
258.0, 257993810, 2, TMP="Temperature [K]", 42500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
259.0, 258719880, 2, RH="Relative humidity [%]", 42500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
260.0, 259533998, 2, SPFH="Specific humidity [kg/kg]", 42500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
261.0, 260843051, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 42500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
262.0, 262394858, 2, DZDT="Verical velocity (geometric) [m/s]", 42500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
263.0, 263207350, 2, UGRD="u-component of wind [m/s]", 42500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
263.1, 263207350, 2, VGRD="v-component of wind [m/s]", 42500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
264.0, 266335199, 2, TKE="Turbulent kinetic energy [J/kg]", 42500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
265.0, 266590043, 2, CLWMR="Cloud mixing ratio [kg/kg]", 42500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
266.0, 266829519, 2, CICE="Cloud Ice [kg/(m^2)]", 42500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
267.0, 267542342, 2, RWMR="Rain mixing ratio [kg/kg]", 42500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
268.0, 267781022, 2, SNMR="Snow mixing ratio [kg/kg]", 42500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
269.0, 268061505, 2, RIME="Rime Factor [-]", 42500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
270.0, 268300806, 2, HGT="Geopotential height [gpm]", 45000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
271.0, 270189427, 2, TMP="Temperature [K]", 45000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
272.0, 270925978, 2, RH="Relative humidity [%]", 45000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
273.0, 271743434, 2, SPFH="Specific humidity [kg/kg]", 45000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
274.0, 273131990, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 45000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
275.0, 274697460, 2, DZDT="Verical velocity (geometric) [m/s]", 45000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
276.0, 275502250, 2, UGRD="u-component of wind [m/s]", 45000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
276.1, 275502250, 2, VGRD="v-component of wind [m/s]", 45000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
277.0, 278633278, 2, TKE="Turbulent kinetic energy [J/kg]", 45000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
278.0, 278888891, 2, CLWMR="Cloud mixing ratio [kg/kg]", 45000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
279.0, 279129690, 2, CICE="Cloud Ice [kg/(m^2)]", 45000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
280.0, 279824849, 2, RWMR="Rain mixing ratio [kg/kg]", 45000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
281.0, 280063769, 2, SNMR="Snow mixing ratio [kg/kg]", 45000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
282.0, 280354221, 2, RIME="Rime Factor [-]", 45000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
283.0, 280594401, 2, HGT="Geopotential height [gpm]", 47500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
284.0, 282549198, 2, TMP="Temperature [K]", 47500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
285.0, 283302507, 2, RH="Relative humidity [%]", 47500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
286.0, 284134078, 2, SPFH="Specific humidity [kg/kg]", 47500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
287.0, 285606360, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 47500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
288.0, 287185666, 2, DZDT="Verical velocity (geometric) [m/s]", 47500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
289.0, 287992919, 2, UGRD="u-component of wind [m/s]", 47500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
289.1, 287992919, 2, VGRD="v-component of wind [m/s]", 47500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
290.0, 291123271, 2, TKE="Turbulent kinetic energy [J/kg]", 47500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
291.0, 291378517, 2, CLWMR="Cloud mixing ratio [kg/kg]", 47500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
292.0, 291621335, 2, CICE="Cloud Ice [kg/(m^2)]", 47500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
293.0, 292277632, 2, RWMR="Rain mixing ratio [kg/kg]", 47500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
294.0, 292516762, 2, SNMR="Snow mixing ratio [kg/kg]", 47500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
295.0, 292816075, 2, RIME="Rime Factor [-]", 47500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
296.0, 293057859, 2, HGT="Geopotential height [gpm]", 50000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
297.0, 294992909, 2, TMP="Temperature [K]", 50000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
298.0, 295752307, 2, RH="Relative humidity [%]", 50000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
299.0, 296588678, 2, DPT="Dew point temperature [K]", 50000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
300.0, 299078532, 2, SPFH="Specific humidity [kg/kg]", 50000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
301.0, 300619207, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 50000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
302.0, 302208817, 2, DZDT="Verical velocity (geometric) [m/s]", 50000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
303.0, 303010875, 2, UGRD="u-component of wind [m/s]", 50000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
303.1, 303010875, 2, VGRD="v-component of wind [m/s]", 50000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
304.0, 306122155, 2, ABSV="Absolute vorticity [1/s]", 50000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
305.0, 307823100, 2, TKE="Turbulent kinetic energy [J/kg]", 50000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
306.0, 308078096, 2, CLWMR="Cloud mixing ratio [kg/kg]", 50000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
307.0, 308324204, 2, CICE="Cloud Ice [kg/(m^2)]", 50000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
308.0, 308945202, 2, RWMR="Rain mixing ratio [kg/kg]", 50000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
309.0, 309185225, 2, SNMR="Snow mixing ratio [kg/kg]", 50000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
310.0, 309488795, 2, RIME="Rime Factor [-]", 50000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
311.0, 309734365, 2, HGT="Geopotential height [gpm]", 52500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
312.0, 311648916, 2, TMP="Temperature [K]", 52500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
313.0, 312424579, 2, RH="Relative humidity [%]", 52500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
314.0, 313262584, 2, SPFH="Specific humidity [kg/kg]", 52500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
315.0, 314854722, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 52500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
316.0, 316455593, 2, DZDT="Verical velocity (geometric) [m/s]", 52500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
317.0, 317263304, 2, UGRD="u-component of wind [m/s]", 52500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
317.1, 317263304, 2, VGRD="v-component of wind [m/s]", 52500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
318.0, 320371960, 2, TKE="Turbulent kinetic energy [J/kg]", 52500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
319.0, 320622272, 2, CLWMR="Cloud mixing ratio [kg/kg]", 52500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
320.0, 320876634, 2, CICE="Cloud Ice [kg/(m^2)]", 52500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
321.0, 321406842, 2, RWMR="Rain mixing ratio [kg/kg]", 52500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
322.0, 321646790, 2, SNMR="Snow mixing ratio [kg/kg]", 52500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
323.0, 321949420, 2, RIME="Rime Factor [-]", 52500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
324.0, 322201274, 2, HGT="Geopotential height [gpm]", 55000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
325.0, 324101015, 2, TMP="Temperature [K]", 55000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
326.0, 324892407, 2, RH="Relative humidity [%]", 55000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
327.0, 325737001, 2, SPFH="Specific humidity [kg/kg]", 55000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
328.0, 327393071, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 55000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
329.0, 329004110, 2, DZDT="Verical velocity (geometric) [m/s]", 55000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
330.0, 329808720, 2, UGRD="u-component of wind [m/s]", 55000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
330.1, 329808720, 2, VGRD="v-component of wind [m/s]", 55000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
331.0, 332940332, 2, TKE="Turbulent kinetic energy [J/kg]", 55000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
332.0, 333179189, 2, CLWMR="Cloud mixing ratio [kg/kg]", 55000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
333.0, 333442601, 2, CICE="Cloud Ice [kg/(m^2)]", 55000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
334.0, 333898277, 2, RWMR="Rain mixing ratio [kg/kg]", 55000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
335.0, 334139285, 2, SNMR="Snow mixing ratio [kg/kg]", 55000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
336.0, 334440517, 2, RIME="Rime Factor [-]", 55000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
337.0, 334699938, 2, HGT="Geopotential height [gpm]", 57500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
338.0, 336586257, 2, TMP="Temperature [K]", 57500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
339.0, 337396861, 2, RH="Relative humidity [%]", 57500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
340.0, 338256880, 2, SPFH="Specific humidity [kg/kg]", 57500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
341.0, 339972624, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 57500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
342.0, 341591136, 2, DZDT="Verical velocity (geometric) [m/s]", 57500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
343.0, 342388798, 2, UGRD="u-component of wind [m/s]", 57500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
343.1, 342388798, 2, VGRD="v-component of wind [m/s]", 57500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
344.0, 345555528, 2, TKE="Turbulent kinetic energy [J/kg]", 57500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
345.0, 345794732, 2, CLWMR="Cloud mixing ratio [kg/kg]", 57500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
346.0, 346063267, 2, CICE="Cloud Ice [kg/(m^2)]", 57500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
347.0, 346474505, 2, RWMR="Rain mixing ratio [kg/kg]", 57500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
348.0, 346716975, 2, SNMR="Snow mixing ratio [kg/kg]", 57500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
349.0, 347017119, 2, RIME="Rime Factor [-]", 57500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
350.0, 347282363, 2, HGT="Geopotential height [gpm]", 60000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
351.0, 349153168, 2, TMP="Temperature [K]", 60000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
352.0, 349972307, 2, RH="Relative humidity [%]", 60000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
353.0, 350841962, 2, SPFH="Specific humidity [kg/kg]", 60000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
354.0, 352607381, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 60000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
355.0, 354230033, 2, DZDT="Verical velocity (geometric) [m/s]", 60000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
356.0, 355020557, 2, UGRD="u-component of wind [m/s]", 60000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
356.1, 355020557, 2, VGRD="v-component of wind [m/s]", 60000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
357.0, 358206668, 2, TKE="Turbulent kinetic energy [J/kg]", 60000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
358.0, 358447390, 2, CLWMR="Cloud mixing ratio [kg/kg]", 60000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
359.0, 358723032, 2, CICE="Cloud Ice [kg/(m^2)]", 60000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
360.0, 359119291, 2, RWMR="Rain mixing ratio [kg/kg]", 60000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
361.0, 359364301, 2, SNMR="Snow mixing ratio [kg/kg]", 60000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
362.0, 359663981, 2, RIME="Rime Factor [-]", 60000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
363.0, 359939322, 2, HGT="Geopotential height [gpm]", 62500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
364.0, 361800248, 2, TMP="Temperature [K]", 62500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
365.0, 362628042, 2, RH="Relative humidity [%]", 62500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
366.0, 363509297, 2, SPFH="Specific humidity [kg/kg]", 62500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
367.0, 365331951, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 62500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
368.0, 366962491, 2, DZDT="Verical velocity (geometric) [m/s]", 62500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
369.0, 367747292, 2, UGRD="u-component of wind [m/s]", 62500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
369.1, 367747292, 2, VGRD="v-component of wind [m/s]", 62500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
370.0, 370960719, 2, TKE="Turbulent kinetic energy [J/kg]", 62500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
371.0, 371205953, 2, CLWMR="Cloud mixing ratio [kg/kg]", 62500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
372.0, 371492108, 2, CICE="Cloud Ice [kg/(m^2)]", 62500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
373.0, 371848588, 2, RWMR="Rain mixing ratio [kg/kg]", 62500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
